Time (CET),Day-ahead Total Load Forecast [MW] - Belgium (BE),Actual Total Load [MW] - Belgium (BE)
12.02.2018 20:30 - 12.02.2018 20:45,11802,11781
12.02.2018 20:45 - 12.02.2018 21:00,11654,11489
12.02.2018 21:00 - 12.02.2018 21:15,11543,11350
12.02.2018 21:15 - 12.02.2018 21:30,11379,11247
12.02.2018 21:30 - 12.02.2018 21:45,11166,11271
12.02.2018 21:45 - 12.02.2018 22:00,11032,11027
12.02.2018 22:00 - 12.02.2018 22:15,11323,11212
12.02.2018 22:15 - 12.02.2018 22:30,11444,11349
12.02.2018 22:30 - 12.02.2018 22:45,11467,11272
12.02.2018 22:45 - 12.02.2018 23:00,11372,11331
12.02.2018 23:00 - 12.02.2018 23:15,11490,11481
12.02.2018 23:15 - 12.02.2018 23:30,11457,11469
12.02.2018 23:30 - 12.02.2018 23:45,11247,11161
12.02.2018 23:45 - 13.02.2018 00:00,11109,11102
13.02.2018 00:00 - 13.02.2018 00:15,10726,11088
13.02.2018 00:15 - 13.02.2018 00:30,10660,11020
13.02.2018 00:30 - 13.02.2018 00:45,10557,10877
13.02.2018 00:45 - 13.02.2018 01:00,10423,10793
13.02.2018 01:00 - 13.02.2018 01:15,10347,10731
13.02.2018 01:15 - 13.02.2018 01:30,10209,10688
13.02.2018 01:30 - 13.02.2018 01:45,10106,10416
13.02.2018 01:45 - 13.02.2018 02:00,10012,10388
13.02.2018 02:00 - 13.02.2018 02:15,9982,10327
13.02.2018 02:15 - 13.02.2018 02:30,9874,10170
13.02.2018 02:30 - 13.02.2018 02:45,9785,10126
13.02.2018 02:45 - 13.02.2018 03:00,9767,10091
13.02.2018 03:00 - 13.02.2018 03:15,9817,9948
13.02.2018 03:15 - 13.02.2018 03:30,9717,9828
13.02.2018 03:30 - 13.02.2018 03:45,9681,9821
13.02.2018 03:45 - 13.02.2018 04:00,9695,9748
13.02.2018 04:00 - 13.02.2018 04:15,9713,9913
13.02.2018 04:15 - 13.02.2018 04:30,9699,9900
13.02.2018 04:30 - 13.02.2018 04:45,9743,10021
13.02.2018 04:45 - 13.02.2018 05:00,9809,10063
13.02.2018 05:00 - 13.02.2018 05:15,9921,10236
13.02.2018 05:15 - 13.02.2018 05:30,10043,10347
13.02.2018 05:30 - 13.02.2018 05:45,10202,10474
13.02.2018 05:45 - 13.02.2018 06:00,10362,10655
13.02.2018 06:00 - 13.02.2018 06:15,10705,10958
13.02.2018 06:15 - 13.02.2018 06:30,11098,11148
13.02.2018 06:30 - 13.02.2018 06:45,11416,11458
13.02.2018 06:45 - 13.02.2018 07:00,11705,11607
13.02.2018 07:00 - 13.02.2018 07:15,11836,11773
13.02.2018 07:15 - 13.02.2018 07:30,12040,11956
13.02.2018 07:30 - 13.02.2018 07:45,12301,12033
13.02.2018 07:45 - 13.02.2018 08:00,12346,12037
13.02.2018 08:00 - 13.02.2018 08:15,12316,12047
13.02.2018 08:15 - 13.02.2018 08:30,12287,12082
13.02.2018 08:30 - 13.02.2018 08:45,12355,12195
13.02.2018 08:45 - 13.02.2018 09:00,12422,12206
13.02.2018 09:00 - 13.02.2018 09:15,12491,12211
13.02.2018 09:15 - 13.02.2018 09:30,12486,12292
13.02.2018 09:30 - 13.02.2018 09:45,12558,12283
13.02.2018 09:45 - 13.02.2018 10:00,12548,12221
13.02.2018 10:00 - 13.02.2018 10:15,12467,12194
13.02.2018 10:15 - 13.02.2018 10:30,12468,12093
13.02.2018 10:30 - 13.02.2018 10:45,12484,12040
13.02.2018 10:45 - 13.02.2018 11:00,12473,11993
13.02.2018 11:00 - 13.02.2018 11:15,12435,12010
13.02.2018 11:15 - 13.02.2018 11:30,12453,11996
13.02.2018 11:30 - 13.02.2018 11:45,12463,12054
13.02.2018 11:45 - 13.02.2018 12:00,12463,11964
13.02.2018 12:00 - 13.02.2018 12:15,12147,11671
13.02.2018 12:15 - 13.02.2018 12:30,12038,11494
13.02.2018 12:30 - 13.02.2018 12:45,12045,11561
13.02.2018 12:45 - 13.02.2018 13:00,12056,11624
13.02.2018 13:00 - 13.02.2018 13:15,12061,11688
13.02.2018 13:15 - 13.02.2018 13:30,12039,11679
13.02.2018 13:30 - 13.02.2018 13:45,12010,11641
13.02.2018 13:45 - 13.02.2018 14:00,11975,11587
13.02.2018 14:00 - 13.02.2018 14:15,11996,11563
13.02.2018 14:15 - 13.02.2018 14:30,11962,11469
13.02.2018 14:30 - 13.02.2018 14:45,11970,11425
13.02.2018 14:45 - 13.02.2018 15:00,11952,11355
13.02.2018 15:00 - 13.02.2018 15:15,12009,11375
13.02.2018 15:15 - 13.02.2018 15:30,11995,11437
13.02.2018 15:30 - 13.02.2018 15:45,11979,11597
13.02.2018 15:45 - 13.02.2018 16:00,11965,11495
13.02.2018 16:00 - 13.02.2018 16:15,11925,11552
13.02.2018 16:15 - 13.02.2018 16:30,11950,11478
13.02.2018 16:30 - 13.02.2018 16:45,11912,11582
13.02.2018 16:45 - 13.02.2018 17:00,11966,11718
13.02.2018 17:00 - 13.02.2018 17:15,12018,11765
13.02.2018 17:15 - 13.02.2018 17:30,12169,11902
13.02.2018 17:30 - 13.02.2018 17:45,12428,11975
13.02.2018 17:45 - 13.02.2018 18:00,12622,12305
13.02.2018 18:00 - 13.02.2018 18:15,12799,12430
13.02.2018 18:15 - 13.02.2018 18:30,12818,12659
13.02.2018 18:30 - 13.02.2018 18:45,12829,12676
13.02.2018 18:45 - 13.02.2018 19:00,12741,12648
13.02.2018 19:00 - 13.02.2018 19:15,12621,12557
13.02.2018 19:15 - 13.02.2018 19:30,12461,12514
13.02.2018 19:30 - 13.02.2018 19:45,12301,12299
13.02.2018 19:45 - 13.02.2018 20:00,12194,12214
13.02.2018 20:00 - 13.02.2018 20:15,12034,12214
13.02.2018 20:15 - 13.02.2018 20:30,11890,12075
13.02.2018 20:30 - 13.02.2018 20:45,11746,11850
13.02.2018 20:45 - 13.02.2018 21:00,11589,11595
13.02.2018 21:00 - 13.02.2018 21:15,11413,11522
13.02.2018 21:15 - 13.02.2018 21:30,11242,11428
13.02.2018 21:30 - 13.02.2018 21:45,11100,11392
13.02.2018 21:45 - 13.02.2018 22:00,10958,11194
13.02.2018 22:00 - 13.02.2018 22:15,11072,11346
13.02.2018 22:15 - 13.02.2018 22:30,11256,11503
13.02.2018 22:30 - 13.02.2018 22:45,11291,11530
13.02.2018 22:45 - 13.02.2018 23:00,11225,11595
13.02.2018 23:00 - 13.02.2018 23:15,11332,11717
13.02.2018 23:15 - 13.02.2018 23:30,11237,11486
13.02.2018 23:30 - 13.02.2018 23:45,11104,11296
13.02.2018 23:45 - 14.02.2018 00:00,10925,11142
14.02.2018 00:00 - 14.02.2018 00:15,10676,11188
14.02.2018 00:15 - 14.02.2018 00:30,10561,10981
14.02.2018 00:30 - 14.02.2018 00:45,10439,10912
14.02.2018 00:45 - 14.02.2018 01:00,10308,10771
14.02.2018 01:00 - 14.02.2018 01:15,10238,10784
14.02.2018 01:15 - 14.02.2018 01:30,10100,10575
14.02.2018 01:30 - 14.02.2018 01:45,9994,10472
14.02.2018 01:45 - 14.02.2018 02:00,9901,10489
14.02.2018 02:00 - 14.02.2018 02:15,9853,10308
14.02.2018 02:15 - 14.02.2018 02:30,9746,10322
14.02.2018 02:30 - 14.02.2018 02:45,9658,10190
14.02.2018 02:45 - 14.02.2018 03:00,9638,10088
14.02.2018 03:00 - 14.02.2018 03:15,9527,10057
14.02.2018 03:15 - 14.02.2018 03:30,9431,9961
14.02.2018 03:30 - 14.02.2018 03:45,9397,9970
14.02.2018 03:45 - 14.02.2018 04:00,9413,10060
14.02.2018 04:00 - 14.02.2018 04:15,9528,10069
14.02.2018 04:15 - 14.02.2018 04:30,9520,9989
14.02.2018 04:30 - 14.02.2018 04:45,9565,10052
14.02.2018 04:45 - 14.02.2018 05:00,9629,10076
14.02.2018 05:00 - 14.02.2018 05:15,9768,10350
14.02.2018 05:15 - 14.02.2018 05:30,9886,10456
14.02.2018 05:30 - 14.02.2018 05:45,10041,10425
14.02.2018 05:45 - 14.02.2018 06:00,10195,10613
14.02.2018 06:00 - 14.02.2018 06:15,10496,11046
14.02.2018 06:15 - 14.02.2018 06:30,10882,11395
14.02.2018 06:30 - 14.02.2018 06:45,11195,11608
14.02.2018 06:45 - 14.02.2018 07:00,11481,11866
14.02.2018 07:00 - 14.02.2018 07:15,11620,11947
14.02.2018 07:15 - 14.02.2018 07:30,11824,12034
14.02.2018 07:30 - 14.02.2018 07:45,12080,12325
14.02.2018 07:45 - 14.02.2018 08:00,12121,12343
14.02.2018 08:00 - 14.02.2018 08:15,12112,12368
14.02.2018 08:15 - 14.02.2018 08:30,12081,12438
14.02.2018 08:30 - 14.02.2018 08:45,12147,12415
14.02.2018 08:45 - 14.02.2018 09:00,12214,12460
14.02.2018 09:00 - 14.02.2018 09:15,12304,12605
14.02.2018 09:15 - 14.02.2018 09:30,12297,12646
14.02.2018 09:30 - 14.02.2018 09:45,12369,12587
14.02.2018 09:45 - 14.02.2018 10:00,12362,12568
14.02.2018 10:00 - 14.02.2018 10:15,12354,12474
14.02.2018 10:15 - 14.02.2018 10:30,12354,12361
14.02.2018 10:30 - 14.02.2018 10:45,12370,12314
14.02.2018 10:45 - 14.02.2018 11:00,12361,12431
14.02.2018 11:00 - 14.02.2018 11:15,12438,12258
14.02.2018 11:15 - 14.02.2018 11:30,12460,12163
14.02.2018 11:30 - 14.02.2018 11:45,12474,12328
14.02.2018 11:45 - 14.02.2018 12:00,12474,12228
14.02.2018 12:00 - 14.02.2018 12:15,12263,12045
14.02.2018 12:15 - 14.02.2018 12:30,12152,11899
14.02.2018 12:30 - 14.02.2018 12:45,12160,11533
14.02.2018 12:45 - 14.02.2018 13:00,12171,11701
14.02.2018 13:00 - 14.02.2018 13:15,12219,11881
14.02.2018 13:15 - 14.02.2018 13:30,12198,11817
14.02.2018 13:30 - 14.02.2018 13:45,12169,11785
14.02.2018 13:45 - 14.02.2018 14:00,12133,11752
14.02.2018 14:00 - 14.02.2018 14:15,12095,11516
14.02.2018 14:15 - 14.02.2018 14:30,12060,11636
14.02.2018 14:30 - 14.02.2018 14:45,12063,11662
14.02.2018 14:45 - 14.02.2018 15:00,12045,11607
14.02.2018 15:00 - 14.02.2018 15:15,12145,11867
14.02.2018 15:15 - 14.02.2018 15:30,12132,11799
14.02.2018 15:30 - 14.02.2018 15:45,12116,11802
14.02.2018 15:45 - 14.02.2018 16:00,12101,11860
14.02.2018 16:00 - 14.02.2018 16:15,12038,11916
14.02.2018 16:15 - 14.02.2018 16:30,12063,11912
14.02.2018 16:30 - 14.02.2018 16:45,12026,11787
14.02.2018 16:45 - 14.02.2018 17:00,12080,11889
14.02.2018 17:00 - 14.02.2018 17:15,12040,11774
14.02.2018 17:15 - 14.02.2018 17:30,12187,11812
14.02.2018 17:30 - 14.02.2018 17:45,12448,11975
14.02.2018 17:45 - 14.02.2018 18:00,12643,12169
14.02.2018 18:00 - 14.02.2018 18:15,12831,12388
14.02.2018 18:15 - 14.02.2018 18:30,12850,12426
14.02.2018 18:30 - 14.02.2018 18:45,12856,12443
14.02.2018 18:45 - 14.02.2018 19:00,12765,12496
14.02.2018 19:00 - 14.02.2018 19:15,12652,12397
14.02.2018 19:15 - 14.02.2018 19:30,12493,12293
14.02.2018 19:30 - 14.02.2018 19:45,12332,12102
14.02.2018 19:45 - 14.02.2018 20:00,12226,11925
14.02.2018 20:00 - 14.02.2018 20:15,12084,11957
14.02.2018 20:15 - 14.02.2018 20:30,11936,11728
14.02.2018 20:30 - 14.02.2018 20:45,11788,11583
14.02.2018 20:45 - 14.02.2018 21:00,11632,11390
14.02.2018 21:00 - 14.02.2018 21:15,11558,11353
14.02.2018 21:15 - 14.02.2018 21:30,11389,11129
14.02.2018 21:30 - 14.02.2018 21:45,11242,11042
14.02.2018 21:45 - 14.02.2018 22:00,11094,10929
14.02.2018 22:00 - 14.02.2018 22:15,11286,11053
14.02.2018 22:15 - 14.02.2018 22:30,11473,11243
14.02.2018 22:30 - 14.02.2018 22:45,11507,11272
14.02.2018 22:45 - 14.02.2018 23:00,11441,11239
14.02.2018 23:00 - 14.02.2018 23:15,11542,11451
14.02.2018 23:15 - 14.02.2018 23:30,11447,11275
14.02.2018 23:30 - 14.02.2018 23:45,11312,11157
14.02.2018 23:45 - 15.02.2018 00:00,11135,10986
15.02.2018 00:00 - 15.02.2018 00:15,10849,10959
15.02.2018 00:15 - 15.02.2018 00:30,10726,10782
15.02.2018 00:30 - 15.02.2018 00:45,10621,10675
15.02.2018 00:45 - 15.02.2018 01:00,10486,10512
15.02.2018 01:00 - 15.02.2018 01:15,10352,10381
15.02.2018 01:15 - 15.02.2018 01:30,10241,10281
15.02.2018 01:30 - 15.02.2018 01:45,10095,10312
15.02.2018 01:45 - 15.02.2018 02:00,10013,10184
15.02.2018 02:00 - 15.02.2018 02:15,9982,10012
15.02.2018 02:15 - 15.02.2018 02:30,9871,10005
15.02.2018 02:30 - 15.02.2018 02:45,9784,9973
15.02.2018 02:45 - 15.02.2018 03:00,9765,9926
15.02.2018 03:00 - 15.02.2018 03:15,9764,9896
15.02.2018 03:15 - 15.02.2018 03:30,9659,9604
15.02.2018 03:30 - 15.02.2018 03:45,9624,9678
15.02.2018 03:45 - 15.02.2018 04:00,9625,9663
15.02.2018 04:00 - 15.02.2018 04:15,9675,9657
15.02.2018 04:15 - 15.02.2018 04:30,9666,9699
15.02.2018 04:30 - 15.02.2018 04:45,9725,9770
15.02.2018 04:45 - 15.02.2018 05:00,9784,9909
15.02.2018 05:00 - 15.02.2018 05:15,9953,10044
15.02.2018 05:15 - 15.02.2018 05:30,10071,10023
15.02.2018 05:30 - 15.02.2018 05:45,10222,10137
15.02.2018 05:45 - 15.02.2018 06:00,10373,10429
15.02.2018 06:00 - 15.02.2018 06:15,10813,10854
15.02.2018 06:15 - 15.02.2018 06:30,11151,11003
15.02.2018 06:30 - 15.02.2018 06:45,11467,11088
15.02.2018 06:45 - 15.02.2018 07:00,11750,11338
15.02.2018 07:00 - 15.02.2018 07:15,11891,11416
15.02.2018 07:15 - 15.02.2018 07:30,12088,11622
15.02.2018 07:30 - 15.02.2018 07:45,12325,11752
15.02.2018 07:45 - 15.02.2018 08:00,12358,11864
15.02.2018 08:00 - 15.02.2018 08:15,12330,11874
15.02.2018 08:15 - 15.02.2018 08:30,12320,12001
15.02.2018 08:30 - 15.02.2018 08:45,12398,12166
15.02.2018 08:45 - 15.02.2018 09:00,12452,12227
15.02.2018 09:00 - 15.02.2018 09:15,12531,12341
15.02.2018 09:15 - 15.02.2018 09:30,12541,12318
15.02.2018 09:30 - 15.02.2018 09:45,12607,12406
15.02.2018 09:45 - 15.02.2018 10:00,12600,12554
15.02.2018 10:00 - 15.02.2018 10:15,12579,12493
15.02.2018 10:15 - 15.02.2018 10:30,12562,12590
15.02.2018 10:30 - 15.02.2018 10:45,12568,12594
15.02.2018 10:45 - 15.02.2018 11:00,12545,12685
15.02.2018 11:00 - 15.02.2018 11:15,12521,12595
15.02.2018 11:15 - 15.02.2018 11:30,12544,12663
15.02.2018 11:30 - 15.02.2018 11:45,12578,12730
15.02.2018 11:45 - 15.02.2018 12:00,12565,12770
15.02.2018 12:00 - 15.02.2018 12:15,12311,12512
15.02.2018 12:15 - 15.02.2018 12:30,12195,12373
15.02.2018 12:30 - 15.02.2018 12:45,12205,12477
15.02.2018 12:45 - 15.02.2018 13:00,12229,12462
15.02.2018 13:00 - 15.02.2018 13:15,12216,12448
15.02.2018 13:15 - 15.02.2018 13:30,12202,12469
15.02.2018 13:30 - 15.02.2018 13:45,12173,12381
15.02.2018 13:45 - 15.02.2018 14:00,12128,12293
15.02.2018 14:00 - 15.02.2018 14:15,11962,12124
15.02.2018 14:15 - 15.02.2018 14:30,11918,12204
15.02.2018 14:30 - 15.02.2018 14:45,11924,12043
15.02.2018 14:45 - 15.02.2018 15:00,11884,12034
15.02.2018 15:00 - 15.02.2018 15:15,11754,12118
15.02.2018 15:15 - 15.02.2018 15:30,11748,12060
15.02.2018 15:30 - 15.02.2018 15:45,11766,12003
15.02.2018 15:45 - 15.02.2018 16:00,11742,11879
15.02.2018 16:00 - 15.02.2018 16:15,11688,11907
15.02.2018 16:15 - 15.02.2018 16:30,11691,11774
15.02.2018 16:30 - 15.02.2018 16:45,11677,11832
15.02.2018 16:45 - 15.02.2018 17:00,11736,11755
15.02.2018 17:00 - 15.02.2018 17:15,11836,11619
15.02.2018 17:15 - 15.02.2018 17:30,11979,11649
15.02.2018 17:30 - 15.02.2018 17:45,12186,11853
15.02.2018 17:45 - 15.02.2018 18:00,12400,12055
15.02.2018 18:00 - 15.02.2018 18:15,12560,12158
15.02.2018 18:15 - 15.02.2018 18:30,12628,12506
15.02.2018 18:30 - 15.02.2018 18:45,12641,12643
15.02.2018 18:45 - 15.02.2018 19:00,12557,12655
15.02.2018 19:00 - 15.02.2018 19:15,12431,12618
15.02.2018 19:15 - 15.02.2018 19:30,12292,12534
15.02.2018 19:30 - 15.02.2018 19:45,12123,12311
15.02.2018 19:45 - 15.02.2018 20:00,12029,12123
15.02.2018 20:00 - 15.02.2018 20:15,11953,11929
15.02.2018 20:15 - 15.02.2018 20:30,11814,11872
15.02.2018 20:30 - 15.02.2018 20:45,11648,11741
15.02.2018 20:45 - 15.02.2018 21:00,11479,11550
15.02.2018 21:00 - 15.02.2018 21:15,11390,11364
15.02.2018 21:15 - 15.02.2018 21:30,11247,11220
15.02.2018 21:30 - 15.02.2018 21:45,11134,11146
15.02.2018 21:45 - 15.02.2018 22:00,10978,11083
15.02.2018 22:00 - 15.02.2018 22:15,11142,11233
15.02.2018 22:15 - 15.02.2018 22:30,11321,11311
15.02.2018 22:30 - 15.02.2018 22:45,11357,11177
15.02.2018 22:45 - 15.02.2018 23:00,11324,11270
15.02.2018 23:00 - 15.02.2018 23:15,11419,11472
15.02.2018 23:15 - 15.02.2018 23:30,11298,11325
15.02.2018 23:30 - 15.02.2018 23:45,11156,11171
15.02.2018 23:45 - 16.02.2018 00:00,10985,10988
16.02.2018 00:00 - 16.02.2018 00:15,10727,10730
16.02.2018 00:15 - 16.02.2018 00:30,10592,10655
16.02.2018 00:30 - 16.02.2018 00:45,10485,10530
16.02.2018 00:45 - 16.02.2018 01:00,10348,10370
16.02.2018 01:00 - 16.02.2018 01:15,10238,10393
16.02.2018 01:15 - 16.02.2018 01:30,10112,10225
16.02.2018 01:30 - 16.02.2018 01:45,9975,10172
16.02.2018 01:45 - 16.02.2018 02:00,9912,9884
16.02.2018 02:00 - 16.02.2018 02:15,9863,9919
16.02.2018 02:15 - 16.02.2018 02:30,9772,9780
16.02.2018 02:30 - 16.02.2018 02:45,9663,9866
16.02.2018 02:45 - 16.02.2018 03:00,9629,9787
16.02.2018 03:00 - 16.02.2018 03:15,9656,9736
16.02.2018 03:15 - 16.02.2018 03:30,9557,9780
16.02.2018 03:30 - 16.02.2018 03:45,9525,9649
16.02.2018 03:45 - 16.02.2018 04:00,9541,9653
16.02.2018 04:00 - 16.02.2018 04:15,9583,9654
16.02.2018 04:15 - 16.02.2018 04:30,9561,9682
16.02.2018 04:30 - 16.02.2018 04:45,9616,9835
16.02.2018 04:45 - 16.02.2018 05:00,9660,9778
16.02.2018 05:00 - 16.02.2018 05:15,9905,9985
16.02.2018 05:15 - 16.02.2018 05:30,10015,10046
16.02.2018 05:30 - 16.02.2018 05:45,10132,10121
16.02.2018 05:45 - 16.02.2018 06:00,10284,10308
16.02.2018 06:00 - 16.02.2018 06:15,10723,10705
16.02.2018 06:15 - 16.02.2018 06:30,11057,11100
16.02.2018 06:30 - 16.02.2018 06:45,11346,11226
16.02.2018 06:45 - 16.02.2018 07:00,11619,11474
16.02.2018 07:00 - 16.02.2018 07:15,11877,11732
16.02.2018 07:15 - 16.02.2018 07:30,12050,11822
16.02.2018 07:30 - 16.02.2018 07:45,12297,12057
16.02.2018 07:45 - 16.02.2018 08:00,12321,12073
16.02.2018 08:00 - 16.02.2018 08:15,12288,12002
16.02.2018 08:15 - 16.02.2018 08:30,12293,12165
16.02.2018 08:30 - 16.02.2018 08:45,12353,12174
16.02.2018 08:45 - 16.02.2018 09:00,12413,12125
16.02.2018 09:00 - 16.02.2018 09:15,12469,12214
16.02.2018 09:15 - 16.02.2018 09:30,12494,12212
16.02.2018 09:30 - 16.02.2018 09:45,12539,12253
16.02.2018 09:45 - 16.02.2018 10:00,12534,12238
16.02.2018 10:00 - 16.02.2018 10:15,12615,12232
16.02.2018 10:15 - 16.02.2018 10:30,12575,12195
16.02.2018 10:30 - 16.02.2018 10:45,12565,12191
16.02.2018 10:45 - 16.02.2018 11:00,12561,12189
16.02.2018 11:00 - 16.02.2018 11:15,12573,12124
16.02.2018 11:15 - 16.02.2018 11:30,12584,12127
16.02.2018 11:30 - 16.02.2018 11:45,12683,12094
16.02.2018 11:45 - 16.02.2018 12:00,12739,12147
16.02.2018 12:00 - 16.02.2018 12:15,12484,12014
16.02.2018 12:15 - 16.02.2018 12:30,12381,11893
16.02.2018 12:30 - 16.02.2018 12:45,12382,11859
16.02.2018 12:45 - 16.02.2018 13:00,12416,11839
16.02.2018 13:00 - 16.02.2018 13:15,12395,11737
16.02.2018 13:15 - 16.02.2018 13:30,12381,11678
16.02.2018 13:30 - 16.02.2018 13:45,12342,11712
16.02.2018 13:45 - 16.02.2018 14:00,12283,11565
16.02.2018 14:00 - 16.02.2018 14:15,12274,11437
16.02.2018 14:15 - 16.02.2018 14:30,12235,11444
16.02.2018 14:30 - 16.02.2018 14:45,12235,11341
16.02.2018 14:45 - 16.02.2018 15:00,12219,11352
16.02.2018 15:00 - 16.02.2018 15:15,12253,11400
16.02.2018 15:15 - 16.02.2018 15:30,12229,11367
16.02.2018 15:30 - 16.02.2018 15:45,12260,11351
16.02.2018 15:45 - 16.02.2018 16:00,12123,11316
16.02.2018 16:00 - 16.02.2018 16:15,11970,11279
16.02.2018 16:15 - 16.02.2018 16:30,11967,11345
16.02.2018 16:30 - 16.02.2018 16:45,11935,11293
16.02.2018 16:45 - 16.02.2018 17:00,11999,11313
16.02.2018 17:00 - 16.02.2018 17:15,11894,11309
16.02.2018 17:15 - 16.02.2018 17:30,11988,11462
16.02.2018 17:30 - 16.02.2018 17:45,12158,11681
16.02.2018 17:45 - 16.02.2018 18:00,12413,11828
16.02.2018 18:00 - 16.02.2018 18:15,12468,11992
16.02.2018 18:15 - 16.02.2018 18:30,12526,12307
16.02.2018 18:30 - 16.02.2018 18:45,12545,12372
16.02.2018 18:45 - 16.02.2018 19:00,12484,12435
16.02.2018 19:00 - 16.02.2018 19:15,12319,12253
16.02.2018 19:15 - 16.02.2018 19:30,12186,12079
16.02.2018 19:30 - 16.02.2018 19:45,12014,12008
16.02.2018 19:45 - 16.02.2018 20:00,11910,11900
16.02.2018 20:00 - 16.02.2018 20:15,11781,11903
16.02.2018 20:15 - 16.02.2018 20:30,11619,11705
16.02.2018 20:30 - 16.02.2018 20:45,11468,11625
16.02.2018 20:45 - 16.02.2018 21:00,11298,11402
16.02.2018 21:00 - 16.02.2018 21:15,11159,11227
16.02.2018 21:15 - 16.02.2018 21:30,11010,11111
16.02.2018 21:30 - 16.02.2018 21:45,10915,10978
16.02.2018 21:45 - 16.02.2018 22:00,10767,10878
16.02.2018 22:00 - 16.02.2018 22:15,11074,11041
16.02.2018 22:15 - 16.02.2018 22:30,11250,11187
16.02.2018 22:30 - 16.02.2018 22:45,11289,11311
16.02.2018 22:45 - 16.02.2018 23:00,11254,11399
16.02.2018 23:00 - 16.02.2018 23:15,11479,11509
16.02.2018 23:15 - 16.02.2018 23:30,11351,11345
16.02.2018 23:30 - 16.02.2018 23:45,11215,11137
16.02.2018 23:45 - 17.02.2018 00:00,11037,10910
17.02.2018 00:00 - 17.02.2018 00:15,10609,10951
17.02.2018 00:15 - 17.02.2018 00:30,10488,10742
17.02.2018 00:30 - 17.02.2018 00:45,10384,10692
17.02.2018 00:45 - 17.02.2018 01:00,10244,10500
17.02.2018 01:00 - 17.02.2018 01:15,10051,10414
17.02.2018 01:15 - 17.02.2018 01:30,9903,10294
17.02.2018 01:30 - 17.02.2018 01:45,9794,10154
17.02.2018 01:45 - 17.02.2018 02:00,9646,10032
17.02.2018 02:00 - 17.02.2018 02:15,9549,10000
17.02.2018 02:15 - 17.02.2018 02:30,9444,9839
17.02.2018 02:30 - 17.02.2018 02:45,9394,9857
17.02.2018 02:45 - 17.02.2018 03:00,9318,9607
17.02.2018 03:00 - 17.02.2018 03:15,9231,9576
17.02.2018 03:15 - 17.02.2018 03:30,9197,9462
17.02.2018 03:30 - 17.02.2018 03:45,9112,9336
17.02.2018 03:45 - 17.02.2018 04:00,9152,9308
17.02.2018 04:00 - 17.02.2018 04:15,9086,9323
17.02.2018 04:15 - 17.02.2018 04:30,9113,9294
17.02.2018 04:30 - 17.02.2018 04:45,9072,9243
17.02.2018 04:45 - 17.02.2018 05:00,9051,9303
17.02.2018 05:00 - 17.02.2018 05:15,9112,9248
17.02.2018 05:15 - 17.02.2018 05:30,9090,9227
17.02.2018 05:30 - 17.02.2018 05:45,9149,9244
17.02.2018 05:45 - 17.02.2018 06:00,9137,9245
17.02.2018 06:00 - 17.02.2018 06:15,9296,9400
17.02.2018 06:15 - 17.02.2018 06:30,9366,9490
17.02.2018 06:30 - 17.02.2018 06:45,9476,9646
17.02.2018 06:45 - 17.02.2018 07:00,9507,9659
17.02.2018 07:00 - 17.02.2018 07:15,9515,9677
17.02.2018 07:15 - 17.02.2018 07:30,9560,9761
17.02.2018 07:30 - 17.02.2018 07:45,9691,9838
17.02.2018 07:45 - 17.02.2018 08:00,9838,9907
17.02.2018 08:00 - 17.02.2018 08:15,9991,10050
17.02.2018 08:15 - 17.02.2018 08:30,10089,10250
17.02.2018 08:30 - 17.02.2018 08:45,10164,10201
17.02.2018 08:45 - 17.02.2018 09:00,10379,10401
17.02.2018 09:00 - 17.02.2018 09:15,10592,10725
17.02.2018 09:15 - 17.02.2018 09:30,10685,10852
17.02.2018 09:30 - 17.02.2018 09:45,10800,10922
17.02.2018 09:45 - 17.02.2018 10:00,10888,10920
17.02.2018 10:00 - 17.02.2018 10:15,10934,10986
17.02.2018 10:15 - 17.02.2018 10:30,10995,11009
17.02.2018 10:30 - 17.02.2018 10:45,11000,11051
17.02.2018 10:45 - 17.02.2018 11:00,11003,11025
17.02.2018 11:00 - 17.02.2018 11:15,11045,11050
17.02.2018 11:15 - 17.02.2018 11:30,11082,11098
17.02.2018 11:30 - 17.02.2018 11:45,11141,11064
17.02.2018 11:45 - 17.02.2018 12:00,11110,11085
17.02.2018 12:00 - 17.02.2018 12:15,11063,11067
17.02.2018 12:15 - 17.02.2018 12:30,10989,10995
17.02.2018 12:30 - 17.02.2018 12:45,10919,10913
17.02.2018 12:45 - 17.02.2018 13:00,10908,10882
17.02.2018 13:00 - 17.02.2018 13:15,10891,10761
17.02.2018 13:15 - 17.02.2018 13:30,10746,10611
17.02.2018 13:30 - 17.02.2018 13:45,10684,10513
17.02.2018 13:45 - 17.02.2018 14:00,10633,10474
17.02.2018 14:00 - 17.02.2018 14:15,10587,10245
17.02.2018 14:15 - 17.02.2018 14:30,10578,10206
17.02.2018 14:30 - 17.02.2018 14:45,10447,10145
17.02.2018 14:45 - 17.02.2018 15:00,10453,10053
17.02.2018 15:00 - 17.02.2018 15:15,10484,10135
17.02.2018 15:15 - 17.02.2018 15:30,10428,10122
17.02.2018 15:30 - 17.02.2018 15:45,10432,10020
17.02.2018 15:45 - 17.02.2018 16:00,10354,9991
17.02.2018 16:00 - 17.02.2018 16:15,10352,9982
17.02.2018 16:15 - 17.02.2018 16:30,10350,10085
