Time (CET),Day-ahead Total Load Forecast [MW] - Austria (AT),Actual Total Load [MW] - Austria (AT)
12.04.2018 18:30 - 12.04.2018 18:45,8090,7870
12.04.2018 18:45 - 12.04.2018 19:00,8104,7917
12.04.2018 19:00 - 12.04.2018 19:15,8071,7766
12.04.2018 19:15 - 12.04.2018 19:30,8064,7772
12.04.2018 19:30 - 12.04.2018 19:45,8079,7802
12.04.2018 19:45 - 12.04.2018 20:00,8076,7845
12.04.2018 20:00 - 12.04.2018 20:15,7977,7868
12.04.2018 20:15 - 12.04.2018 20:30,7882,7732
12.04.2018 20:30 - 12.04.2018 20:45,7807,7599
12.04.2018 20:45 - 12.04.2018 21:00,7670,7474
12.04.2018 21:00 - 12.04.2018 21:15,7509,7318
12.04.2018 21:15 - 12.04.2018 21:30,7369,7150
12.04.2018 21:30 - 12.04.2018 21:45,7209,6996
12.04.2018 21:45 - 12.04.2018 22:00,7085,6903
12.04.2018 22:00 - 12.04.2018 22:15,7146,6936
12.04.2018 22:15 - 12.04.2018 22:30,7053,6790
12.04.2018 22:30 - 12.04.2018 22:45,6889,6675
12.04.2018 22:45 - 12.04.2018 23:00,6727,6550
12.04.2018 23:00 - 12.04.2018 23:15,6628,6430
12.04.2018 23:15 - 12.04.2018 23:30,6472,6271
12.04.2018 23:30 - 12.04.2018 23:45,6354,6198
12.04.2018 23:45 - 13.04.2018 00:00,6260,6064
13.04.2018 00:00 - 13.04.2018 00:15,6293,6045
13.04.2018 00:15 - 13.04.2018 00:30,6165,5914
13.04.2018 00:30 - 13.04.2018 00:45,6022,5809
13.04.2018 00:45 - 13.04.2018 01:00,5910,5779
13.04.2018 01:00 - 13.04.2018 01:15,5932,5701
13.04.2018 01:15 - 13.04.2018 01:30,5871,5713
13.04.2018 01:30 - 13.04.2018 01:45,5801,5731
13.04.2018 01:45 - 13.04.2018 02:00,5767,5702
13.04.2018 02:00 - 13.04.2018 02:15,5836,5793
13.04.2018 02:15 - 13.04.2018 02:30,5771,5655
13.04.2018 02:30 - 13.04.2018 02:45,5714,5604
13.04.2018 02:45 - 13.04.2018 03:00,5671,5515
13.04.2018 03:00 - 13.04.2018 03:15,5643,5516
13.04.2018 03:15 - 13.04.2018 03:30,5623,5454
13.04.2018 03:30 - 13.04.2018 03:45,5615,5427
13.04.2018 03:45 - 13.04.2018 04:00,5608,5444
13.04.2018 04:00 - 13.04.2018 04:15,5636,5508
13.04.2018 04:15 - 13.04.2018 04:30,5674,5532
13.04.2018 04:30 - 13.04.2018 04:45,5742,5629
13.04.2018 04:45 - 13.04.2018 05:00,5860,5701
13.04.2018 05:00 - 13.04.2018 05:15,6031,5920
13.04.2018 05:15 - 13.04.2018 05:30,6227,6038
13.04.2018 05:30 - 13.04.2018 05:45,6429,6244
13.04.2018 05:45 - 13.04.2018 06:00,6639,6509
13.04.2018 06:00 - 13.04.2018 06:15,6926,7012
13.04.2018 06:15 - 13.04.2018 06:30,7177,7301
13.04.2018 06:30 - 13.04.2018 06:45,7393,7514
13.04.2018 06:45 - 13.04.2018 07:00,7575,7616
13.04.2018 07:00 - 13.04.2018 07:15,7848,8064
13.04.2018 07:15 - 13.04.2018 07:30,7999,8184
13.04.2018 07:30 - 13.04.2018 07:45,8115,8230
13.04.2018 07:45 - 13.04.2018 08:00,8217,8298
13.04.2018 08:00 - 13.04.2018 08:15,8358,8357
13.04.2018 08:15 - 13.04.2018 08:30,8414,8351
13.04.2018 08:30 - 13.04.2018 08:45,8457,8334
13.04.2018 08:45 - 13.04.2018 09:00,8467,8307
13.04.2018 09:00 - 13.04.2018 09:15,8421,8290
13.04.2018 09:15 - 13.04.2018 09:30,8430,8300
13.04.2018 09:30 - 13.04.2018 09:45,8434,8334
13.04.2018 09:45 - 13.04.2018 10:00,8416,8291
13.04.2018 10:00 - 13.04.2018 10:15,8388,8255
13.04.2018 10:15 - 13.04.2018 10:30,8394,8241
13.04.2018 10:30 - 13.04.2018 10:45,8376,8218
13.04.2018 10:45 - 13.04.2018 11:00,8378,8283
13.04.2018 11:00 - 13.04.2018 11:15,8357,8278
13.04.2018 11:15 - 13.04.2018 11:30,8344,8320
13.04.2018 11:30 - 13.04.2018 11:45,8315,8220
13.04.2018 11:45 - 13.04.2018 12:00,8244,8217
13.04.2018 12:00 - 13.04.2018 12:15,8147,8155
13.04.2018 12:15 - 13.04.2018 12:30,8038,8065
13.04.2018 12:30 - 13.04.2018 12:45,7930,7973
13.04.2018 12:45 - 13.04.2018 13:00,7868,7936
13.04.2018 13:00 - 13.04.2018 13:15,7842,7846
13.04.2018 13:15 - 13.04.2018 13:30,7780,7722
13.04.2018 13:30 - 13.04.2018 13:45,7738,7688
13.04.2018 13:45 - 13.04.2018 14:00,7678,7634
13.04.2018 14:00 - 13.04.2018 14:15,7648,7596
13.04.2018 14:15 - 13.04.2018 14:30,7618,7557
13.04.2018 14:30 - 13.04.2018 14:45,7576,7532
13.04.2018 14:45 - 13.04.2018 15:00,7541,7524
13.04.2018 15:00 - 13.04.2018 15:15,7532,7471
13.04.2018 15:15 - 13.04.2018 15:30,7498,7449
13.04.2018 15:30 - 13.04.2018 15:45,7467,7434
13.04.2018 15:45 - 13.04.2018 16:00,7450,7404
13.04.2018 16:00 - 13.04.2018 16:15,7375,7406
13.04.2018 16:15 - 13.04.2018 16:30,7347,7380
13.04.2018 16:30 - 13.04.2018 16:45,7328,7393
13.04.2018 16:45 - 13.04.2018 17:00,7320,7398
13.04.2018 17:00 - 13.04.2018 17:15,7367,7482
13.04.2018 17:15 - 13.04.2018 17:30,7406,7500
13.04.2018 17:30 - 13.04.2018 17:45,7458,7575
13.04.2018 17:45 - 13.04.2018 18:00,7507,7633
13.04.2018 18:00 - 13.04.2018 18:15,7511,7656
13.04.2018 18:15 - 13.04.2018 18:30,7565,7646
13.04.2018 18:30 - 13.04.2018 18:45,7601,7666
13.04.2018 18:45 - 13.04.2018 19:00,7622,7630
13.04.2018 19:00 - 13.04.2018 19:15,7688,7448
13.04.2018 19:15 - 13.04.2018 19:30,7680,7458
13.04.2018 19:30 - 13.04.2018 19:45,7696,7452
13.04.2018 19:45 - 13.04.2018 20:00,7698,7454
13.04.2018 20:00 - 13.04.2018 20:15,7622,7477
13.04.2018 20:15 - 13.04.2018 20:30,7516,7427
13.04.2018 20:30 - 13.04.2018 20:45,7396,7305
13.04.2018 20:45 - 13.04.2018 21:00,7252,7252
13.04.2018 21:00 - 13.04.2018 21:15,7098,7067
13.04.2018 21:15 - 13.04.2018 21:30,6972,6952
13.04.2018 21:30 - 13.04.2018 21:45,6818,6824
13.04.2018 21:45 - 13.04.2018 22:00,6698,6695
13.04.2018 22:00 - 13.04.2018 22:15,6803,6780
13.04.2018 22:15 - 13.04.2018 22:30,6699,6704
13.04.2018 22:30 - 13.04.2018 22:45,6571,6567
13.04.2018 22:45 - 13.04.2018 23:00,6432,6405
13.04.2018 23:00 - 13.04.2018 23:15,6356,6388
13.04.2018 23:15 - 13.04.2018 23:30,6212,6192
13.04.2018 23:30 - 13.04.2018 23:45,6063,6108
13.04.2018 23:45 - 14.04.2018 00:00,5954,6007
14.04.2018 00:00 - 14.04.2018 00:15,6108,5875
14.04.2018 00:15 - 14.04.2018 00:30,5992,5796
14.04.2018 00:30 - 14.04.2018 00:45,5887,5692
14.04.2018 00:45 - 14.04.2018 01:00,5765,5534
14.04.2018 01:00 - 14.04.2018 01:15,5748,5546
14.04.2018 01:15 - 14.04.2018 01:30,5656,5482
14.04.2018 01:30 - 14.04.2018 01:45,5576,5391
14.04.2018 01:45 - 14.04.2018 02:00,5534,5333
14.04.2018 02:00 - 14.04.2018 02:15,5580,5388
14.04.2018 02:15 - 14.04.2018 02:30,5517,5339
14.04.2018 02:30 - 14.04.2018 02:45,5453,5257
14.04.2018 02:45 - 14.04.2018 03:00,5391,5220
14.04.2018 03:00 - 14.04.2018 03:15,5346,5190
14.04.2018 03:15 - 14.04.2018 03:30,5311,5153
14.04.2018 03:30 - 14.04.2018 03:45,5291,5112
14.04.2018 03:45 - 14.04.2018 04:00,5281,5117
14.04.2018 04:00 - 14.04.2018 04:15,5336,5154
14.04.2018 04:15 - 14.04.2018 04:30,5358,5140
14.04.2018 04:30 - 14.04.2018 04:45,5378,5170
14.04.2018 04:45 - 14.04.2018 05:00,5409,5217
14.04.2018 05:00 - 14.04.2018 05:15,5443,5331
14.04.2018 05:15 - 14.04.2018 05:30,5523,5395
14.04.2018 05:30 - 14.04.2018 05:45,5603,5519
14.04.2018 05:45 - 14.04.2018 06:00,5678,5636
14.04.2018 06:00 - 14.04.2018 06:15,5779,5700
14.04.2018 06:15 - 14.04.2018 06:30,5867,5775
14.04.2018 06:30 - 14.04.2018 06:45,5968,5888
14.04.2018 06:45 - 14.04.2018 07:00,6072,5966
14.04.2018 07:00 - 14.04.2018 07:15,6277,6190
14.04.2018 07:15 - 14.04.2018 07:30,6389,6264
14.04.2018 07:30 - 14.04.2018 07:45,6513,6338
14.04.2018 07:45 - 14.04.2018 08:00,6624,6398
14.04.2018 08:00 - 14.04.2018 08:15,6732,6472
14.04.2018 08:15 - 14.04.2018 08:30,6814,6526
14.04.2018 08:30 - 14.04.2018 08:45,6915,6574
14.04.2018 08:45 - 14.04.2018 09:00,7004,6656
14.04.2018 09:00 - 14.04.2018 09:15,7041,6684
14.04.2018 09:15 - 14.04.2018 09:30,7068,6638
14.04.2018 09:30 - 14.04.2018 09:45,7089,6664
14.04.2018 09:45 - 14.04.2018 10:00,7098,6660
14.04.2018 10:00 - 14.04.2018 10:15,7116,6651
14.04.2018 10:15 - 14.04.2018 10:30,7124,6684
14.04.2018 10:30 - 14.04.2018 10:45,7113,6635
14.04.2018 10:45 - 14.04.2018 11:00,7114,6634
14.04.2018 11:00 - 14.04.2018 11:15,7162,6644
14.04.2018 11:15 - 14.04.2018 11:30,7171,6654
14.04.2018 11:30 - 14.04.2018 11:45,7147,6667
14.04.2018 11:45 - 14.04.2018 12:00,7093,6641
14.04.2018 12:00 - 14.04.2018 12:15,7024,6612
14.04.2018 12:15 - 14.04.2018 12:30,6915,6530
14.04.2018 12:30 - 14.04.2018 12:45,6820,6420
14.04.2018 12:45 - 14.04.2018 13:00,6747,6349
14.04.2018 13:00 - 14.04.2018 13:15,6707,6336
14.04.2018 13:15 - 14.04.2018 13:30,6660,6275
14.04.2018 13:30 - 14.04.2018 13:45,6602,6239
14.04.2018 13:45 - 14.04.2018 14:00,6555,6179
14.04.2018 14:00 - 14.04.2018 14:15,6506,6140
14.04.2018 14:15 - 14.04.2018 14:30,6475,6120
14.04.2018 14:30 - 14.04.2018 14:45,6484,6094
14.04.2018 14:45 - 14.04.2018 15:00,6432,6068
14.04.2018 15:00 - 14.04.2018 15:15,6448,6056
14.04.2018 15:15 - 14.04.2018 15:30,6423,6021
14.04.2018 15:30 - 14.04.2018 15:45,6432,5999
14.04.2018 15:45 - 14.04.2018 16:00,6422,5995
14.04.2018 16:00 - 14.04.2018 16:15,6387,6021
14.04.2018 16:15 - 14.04.2018 16:30,6381,5976
14.04.2018 16:30 - 14.04.2018 16:45,6401,5962
14.04.2018 16:45 - 14.04.2018 17:00,6431,6028
14.04.2018 17:00 - 14.04.2018 17:15,6503,6127
14.04.2018 17:15 - 14.04.2018 17:30,6543,6168
14.04.2018 17:30 - 14.04.2018 17:45,6596,6210
14.04.2018 17:45 - 14.04.2018 18:00,6656,6245
14.04.2018 18:00 - 14.04.2018 18:15,6701,6213
14.04.2018 18:15 - 14.04.2018 18:30,6736,6183
14.04.2018 18:30 - 14.04.2018 18:45,6763,6233
14.04.2018 18:45 - 14.04.2018 19:00,6788,6328
14.04.2018 19:00 - 14.04.2018 19:15,6743,6129
14.04.2018 19:15 - 14.04.2018 19:30,6737,6144
14.04.2018 19:30 - 14.04.2018 19:45,6741,6236
14.04.2018 19:45 - 14.04.2018 20:00,6742,6321
14.04.2018 20:00 - 14.04.2018 20:15,6709,6427
14.04.2018 20:15 - 14.04.2018 20:30,6646,6489
14.04.2018 20:30 - 14.04.2018 20:45,6578,6416
14.04.2018 20:45 - 14.04.2018 21:00,6481,6296
14.04.2018 21:00 - 14.04.2018 21:15,6385,6149
14.04.2018 21:15 - 14.04.2018 21:30,6305,6034
14.04.2018 21:30 - 14.04.2018 21:45,6194,5940
14.04.2018 21:45 - 14.04.2018 22:00,6158,5846
14.04.2018 22:00 - 14.04.2018 22:15,6293,5970
14.04.2018 22:15 - 14.04.2018 22:30,6228,5982
14.04.2018 22:30 - 14.04.2018 22:45,6094,5823
14.04.2018 22:45 - 14.04.2018 23:00,5982,5731
14.04.2018 23:00 - 14.04.2018 23:15,5917,5648
14.04.2018 23:15 - 14.04.2018 23:30,5793,5513
14.04.2018 23:30 - 14.04.2018 23:45,5659,5364
14.04.2018 23:45 - 15.04.2018 00:00,5566,5293
15.04.2018 00:00 - 15.04.2018 00:15,5633,5251
15.04.2018 00:15 - 15.04.2018 00:30,5521,5125
15.04.2018 00:30 - 15.04.2018 00:45,5414,5032
15.04.2018 00:45 - 15.04.2018 01:00,5312,4958
15.04.2018 01:00 - 15.04.2018 01:15,5292,4997
15.04.2018 01:15 - 15.04.2018 01:30,5201,4884
15.04.2018 01:30 - 15.04.2018 01:45,5132,4786
15.04.2018 01:45 - 15.04.2018 02:00,5079,4721
15.04.2018 02:00 - 15.04.2018 02:15,5196,4807
15.04.2018 02:15 - 15.04.2018 02:30,5141,4743
15.04.2018 02:30 - 15.04.2018 02:45,5090,4677
15.04.2018 02:45 - 15.04.2018 03:00,5041,4622
15.04.2018 03:00 - 15.04.2018 03:15,5018,4585
15.04.2018 03:15 - 15.04.2018 03:30,4980,4536
15.04.2018 03:30 - 15.04.2018 03:45,4953,4505
15.04.2018 03:45 - 15.04.2018 04:00,4950,4460
15.04.2018 04:00 - 15.04.2018 04:15,4987,4469
15.04.2018 04:15 - 15.04.2018 04:30,4996,4455
15.04.2018 04:30 - 15.04.2018 04:45,5008,4473
15.04.2018 04:45 - 15.04.2018 05:00,5026,4485
15.04.2018 05:00 - 15.04.2018 05:15,5045,4543
15.04.2018 05:15 - 15.04.2018 05:30,5085,4615
15.04.2018 05:30 - 15.04.2018 05:45,5113,4656
15.04.2018 05:45 - 15.04.2018 06:00,5146,4685
15.04.2018 06:00 - 15.04.2018 06:15,5226,4731
15.04.2018 06:15 - 15.04.2018 06:30,5271,4775
15.04.2018 06:30 - 15.04.2018 06:45,5350,4828
15.04.2018 06:45 - 15.04.2018 07:00,5430,4908
15.04.2018 07:00 - 15.04.2018 07:15,5572,5180
15.04.2018 07:15 - 15.04.2018 07:30,5658,5284
15.04.2018 07:30 - 15.04.2018 07:45,5758,5379
15.04.2018 07:45 - 15.04.2018 08:00,5836,5475
15.04.2018 08:00 - 15.04.2018 08:15,5927,5548
15.04.2018 08:15 - 15.04.2018 08:30,5997,5589
15.04.2018 08:30 - 15.04.2018 08:45,6072,5663
15.04.2018 08:45 - 15.04.2018 09:00,6145,5715
15.04.2018 09:00 - 15.04.2018 09:15,6193,5764
15.04.2018 09:15 - 15.04.2018 09:30,6236,5782
15.04.2018 09:30 - 15.04.2018 09:45,6269,5830
15.04.2018 09:45 - 15.04.2018 10:00,6304,5904
15.04.2018 10:00 - 15.04.2018 10:15,6320,5953
15.04.2018 10:15 - 15.04.2018 10:30,6354,6025
15.04.2018 10:30 - 15.04.2018 10:45,6368,6064
15.04.2018 10:45 - 15.04.2018 11:00,6413,6120
15.04.2018 11:00 - 15.04.2018 11:15,6477,6175
15.04.2018 11:15 - 15.04.2018 11:30,6505,6270
15.04.2018 11:30 - 15.04.2018 11:45,6483,6248
15.04.2018 11:45 - 15.04.2018 12:00,6418,6227
15.04.2018 12:00 - 15.04.2018 12:15,6370,6178
15.04.2018 12:15 - 15.04.2018 12:30,6269,6056
15.04.2018 12:30 - 15.04.2018 12:45,6187,5949
15.04.2018 12:45 - 15.04.2018 13:00,6112,5863
15.04.2018 13:00 - 15.04.2018 13:15,6053,5760
15.04.2018 13:15 - 15.04.2018 13:30,5983,5698
15.04.2018 13:30 - 15.04.2018 13:45,5933,5656
15.04.2018 13:45 - 15.04.2018 14:00,5875,5643
15.04.2018 14:00 - 15.04.2018 14:15,5816,5584
15.04.2018 14:15 - 15.04.2018 14:30,5769,5532
15.04.2018 14:30 - 15.04.2018 14:45,5731,5514
15.04.2018 14:45 - 15.04.2018 15:00,5692,5480
15.04.2018 15:00 - 15.04.2018 15:15,5691,5499
15.04.2018 15:15 - 15.04.2018 15:30,5667,5484
15.04.2018 15:30 - 15.04.2018 15:45,5650,5498
15.04.2018 15:45 - 15.04.2018 16:00,5644,5544
15.04.2018 16:00 - 15.04.2018 16:15,5636,5611
15.04.2018 16:15 - 15.04.2018 16:30,5645,5602
15.04.2018 16:30 - 15.04.2018 16:45,5669,5623
15.04.2018 16:45 - 15.04.2018 17:00,5704,5671
15.04.2018 17:00 - 15.04.2018 17:15,5787,5784
15.04.2018 17:15 - 15.04.2018 17:30,5848,5866
15.04.2018 17:30 - 15.04.2018 17:45,5907,5909
15.04.2018 17:45 - 15.04.2018 18:00,5993,6024
15.04.2018 18:00 - 15.04.2018 18:15,6086,6128
15.04.2018 18:15 - 15.04.2018 18:30,6157,6169
15.04.2018 18:30 - 15.04.2018 18:45,6224,6246
15.04.2018 18:45 - 15.04.2018 19:00,6294,6255
15.04.2018 19:00 - 15.04.2018 19:15,6319,6142
15.04.2018 19:15 - 15.04.2018 19:30,6372,6184
15.04.2018 19:30 - 15.04.2018 19:45,6444,6211
15.04.2018 19:45 - 15.04.2018 20:00,6502,6304
15.04.2018 20:00 - 15.04.2018 20:15,6577,6345
15.04.2018 20:15 - 15.04.2018 20:30,6555,6353
15.04.2018 20:30 - 15.04.2018 20:45,6492,6253
15.04.2018 20:45 - 15.04.2018 21:00,6406,6168
15.04.2018 21:00 - 15.04.2018 21:15,6347,6080
15.04.2018 21:15 - 15.04.2018 21:30,6266,5992
15.04.2018 21:30 - 15.04.2018 21:45,6182,5910
15.04.2018 21:45 - 15.04.2018 22:00,6173,5873
15.04.2018 22:00 - 15.04.2018 22:15,6322,6022
15.04.2018 22:15 - 15.04.2018 22:30,6271,5979
15.04.2018 22:30 - 15.04.2018 22:45,6150,5855
15.04.2018 22:45 - 15.04.2018 23:00,6027,5793
15.04.2018 23:00 - 15.04.2018 23:15,6009,5708
15.04.2018 23:15 - 15.04.2018 23:30,5889,5583
15.04.2018 23:30 - 15.04.2018 23:45,5761,5397
15.04.2018 23:45 - 16.04.2018 00:00,5703,5312
16.04.2018 00:00 - 16.04.2018 00:15,5935,5410
16.04.2018 00:15 - 16.04.2018 00:30,5825,5330
16.04.2018 00:30 - 16.04.2018 00:45,5729,5263
16.04.2018 00:45 - 16.04.2018 01:00,5630,5171
16.04.2018 01:00 - 16.04.2018 01:15,5631,5170
16.04.2018 01:15 - 16.04.2018 01:30,5559,5108
16.04.2018 01:30 - 16.04.2018 01:45,5501,5056
16.04.2018 01:45 - 16.04.2018 02:00,5456,4996
16.04.2018 02:00 - 16.04.2018 02:15,5523,5096
16.04.2018 02:15 - 16.04.2018 02:30,5481,5028
16.04.2018 02:30 - 16.04.2018 02:45,5415,5061
16.04.2018 02:45 - 16.04.2018 03:00,5368,5077
16.04.2018 03:00 - 16.04.2018 03:15,5377,5019
16.04.2018 03:15 - 16.04.2018 03:30,5363,5001
16.04.2018 03:30 - 16.04.2018 03:45,5345,5008
16.04.2018 03:45 - 16.04.2018 04:00,5359,5001
16.04.2018 04:00 - 16.04.2018 04:15,5425,5058
16.04.2018 04:15 - 16.04.2018 04:30,5483,5040
16.04.2018 04:30 - 16.04.2018 04:45,5537,5105
16.04.2018 04:45 - 16.04.2018 05:00,5652,5209
16.04.2018 05:00 - 16.04.2018 05:15,5850,5488
16.04.2018 05:15 - 16.04.2018 05:30,6045,5685
16.04.2018 05:30 - 16.04.2018 05:45,6253,5947
16.04.2018 05:45 - 16.04.2018 06:00,6517,6274
16.04.2018 06:00 - 16.04.2018 06:15,6886,6740
16.04.2018 06:15 - 16.04.2018 06:30,7171,7076
16.04.2018 06:30 - 16.04.2018 06:45,7400,7234
16.04.2018 06:45 - 16.04.2018 07:00,7590,7446
16.04.2018 07:00 - 16.04.2018 07:15,7883,7814
16.04.2018 07:15 - 16.04.2018 07:30,8016,7972
16.04.2018 07:30 - 16.04.2018 07:45,8123,8140
16.04.2018 07:45 - 16.04.2018 08:00,8215,8215
16.04.2018 08:00 - 16.04.2018 08:15,8302,8298
16.04.2018 08:15 - 16.04.2018 08:30,8345,8390
16.04.2018 08:30 - 16.04.2018 08:45,8379,8405
16.04.2018 08:45 - 16.04.2018 09:00,8382,8419
16.04.2018 09:00 - 16.04.2018 09:15,8321,8373
16.04.2018 09:15 - 16.04.2018 09:30,8341,8409
16.04.2018 09:30 - 16.04.2018 09:45,8366,8464
16.04.2018 09:45 - 16.04.2018 10:00,8351,8469
16.04.2018 10:00 - 16.04.2018 10:15,8331,8424
16.04.2018 10:15 - 16.04.2018 10:30,8332,8494
16.04.2018 10:30 - 16.04.2018 10:45,8339,8546
16.04.2018 10:45 - 16.04.2018 11:00,8345,8563
16.04.2018 11:00 - 16.04.2018 11:15,8318,8592
16.04.2018 11:15 - 16.04.2018 11:30,8339,8614
16.04.2018 11:30 - 16.04.2018 11:45,8324,8628
16.04.2018 11:45 - 16.04.2018 12:00,8285,8586
16.04.2018 12:00 - 16.04.2018 12:15,8167,8487
16.04.2018 12:15 - 16.04.2018 12:30,8054,8324
16.04.2018 12:30 - 16.04.2018 12:45,8004,8270
16.04.2018 12:45 - 16.04.2018 13:00,7977,8241
16.04.2018 13:00 - 16.04.2018 13:15,7994,8271
16.04.2018 13:15 - 16.04.2018 13:30,7970,8232
16.04.2018 13:30 - 16.04.2018 13:45,7933,8200
16.04.2018 13:45 - 16.04.2018 14:00,7887,8162
16.04.2018 14:00 - 16.04.2018 14:15,7879,8174
16.04.2018 14:15 - 16.04.2018 14:30,7867,8144
16.04.2018 14:30 - 16.04.2018 14:45,7827,8124
16.04.2018 14:45 - 16.04.2018 15:00,7801,8078
16.04.2018 15:00 - 16.04.2018 15:15,7801,8059
16.04.2018 15:15 - 16.04.2018 15:30,7754,8069
16.04.2018 15:30 - 16.04.2018 15:45,7721,8068
16.04.2018 15:45 - 16.04.2018 16:00,7706,7995
16.04.2018 16:00 - 16.04.2018 16:15,7679,8030
16.04.2018 16:15 - 16.04.2018 16:30,7654,8016
16.04.2018 16:30 - 16.04.2018 16:45,7616,7976
16.04.2018 16:45 - 16.04.2018 17:00,7612,7980
16.04.2018 17:00 - 16.04.2018 17:15,7623,8024
16.04.2018 17:15 - 16.04.2018 17:30,7650,7989
16.04.2018 17:30 - 16.04.2018 17:45,7697,8014
16.04.2018 17:45 - 16.04.2018 18:00,7737,8076
16.04.2018 18:00 - 16.04.2018 18:15,7792,7999
16.04.2018 18:15 - 16.04.2018 18:30,7843,7986
16.04.2018 18:30 - 16.04.2018 18:45,7881,8002
16.04.2018 18:45 - 16.04.2018 19:00,7898,8021
16.04.2018 19:00 - 16.04.2018 19:15,7842,7846
16.04.2018 19:15 - 16.04.2018 19:30,7849,7772
16.04.2018 19:30 - 16.04.2018 19:45,7872,7801
16.04.2018 19:45 - 16.04.2018 20:00,7876,7837
16.04.2018 20:00 - 16.04.2018 20:15,7831,7808
16.04.2018 20:15 - 16.04.2018 20:30,7755,7720
16.04.2018 20:30 - 16.04.2018 20:45,7678,7576
16.04.2018 20:45 - 16.04.2018 21:00,7547,7419
16.04.2018 21:00 - 16.04.2018 21:15,7390,7214
16.04.2018 21:15 - 16.04.2018 21:30,7251,7070
16.04.2018 21:30 - 16.04.2018 21:45,7085,6905
16.04.2018 21:45 - 16.04.2018 22:00,6948,6790
16.04.2018 22:00 - 16.04.2018 22:15,7035,6862
16.04.2018 22:15 - 16.04.2018 22:30,6951,6748
16.04.2018 22:30 - 16.04.2018 22:45,6791,6550
16.04.2018 22:45 - 16.04.2018 23:00,6628,6462
16.04.2018 23:00 - 16.04.2018 23:15,6511,6308
16.04.2018 23:15 - 16.04.2018 23:30,6354,6160
16.04.2018 23:30 - 16.04.2018 23:45,6229,6033
16.04.2018 23:45 - 17.04.2018 00:00,6118,5982
17.04.2018 00:00 - 17.04.2018 00:15,5935,5936
17.04.2018 00:15 - 17.04.2018 00:30,5825,5822
17.04.2018 00:30 - 17.04.2018 00:45,5729,5712
17.04.2018 00:45 - 17.04.2018 01:00,5630,5618
17.04.2018 01:00 - 17.04.2018 01:15,5631,5584
17.04.2018 01:15 - 17.04.2018 01:30,5559,5504
17.04.2018 01:30 - 17.04.2018 01:45,5501,5450
17.04.2018 01:45 - 17.04.2018 02:00,5456,5380
17.04.2018 02:00 - 17.04.2018 02:15,5523,5407
17.04.2018 02:15 - 17.04.2018 02:30,5481,5423
17.04.2018 02:30 - 17.04.2018 02:45,5415,5361
17.04.2018 02:45 - 17.04.2018 03:00,5368,5333
17.04.2018 03:00 - 17.04.2018 03:15,5377,5263
17.04.2018 03:15 - 17.04.2018 03:30,5363,5307
17.04.2018 03:30 - 17.04.2018 03:45,5345,5279
17.04.2018 03:45 - 17.04.2018 04:00,5359,5266
17.04.2018 04:00 - 17.04.2018 04:15,5425,5347
17.04.2018 04:15 - 17.04.2018 04:30,5483,5391
17.04.2018 04:30 - 17.04.2018 04:45,5537,5436
17.04.2018 04:45 - 17.04.2018 05:00,5652,5569
17.04.2018 05:00 - 17.04.2018 05:15,5850,5767
17.04.2018 05:15 - 17.04.2018 05:30,6045,5967
17.04.2018 05:30 - 17.04.2018 05:45,6253,6160
17.04.2018 05:45 - 17.04.2018 06:00,6517,6434
17.04.2018 06:00 - 17.04.2018 06:15,6886,6809
17.04.2018 06:15 - 17.04.2018 06:30,7171,7122
17.04.2018 06:30 - 17.04.2018 06:45,7400,7360
17.04.2018 06:45 - 17.04.2018 07:00,7590,7538
17.04.2018 07:00 - 17.04.2018 07:15,7883,7872
17.04.2018 07:15 - 17.04.2018 07:30,8016,8027
17.04.2018 07:30 - 17.04.2018 07:45,8123,8101
17.04.2018 07:45 - 17.04.2018 08:00,8215,8142
17.04.2018 08:00 - 17.04.2018 08:15,8302,8259
17.04.2018 08:15 - 17.04.2018 08:30,8345,8255
17.04.2018 08:30 - 17.04.2018 08:45,8379,8267
17.04.2018 08:45 - 17.04.2018 09:00,8382,8282
17.04.2018 09:00 - 17.04.2018 09:15,8321,8165
17.04.2018 09:15 - 17.04.2018 09:30,8341,8146
17.04.2018 09:30 - 17.04.2018 09:45,8366,8177
17.04.2018 09:45 - 17.04.2018 10:00,8351,8201
17.04.2018 10:00 - 17.04.2018 10:15,8331,8152
17.04.2018 10:15 - 17.04.2018 10:30,8332,8228
17.04.2018 10:30 - 17.04.2018 10:45,8339,8232
17.04.2018 10:45 - 17.04.2018 11:00,8345,8247
17.04.2018 11:00 - 17.04.2018 11:15,8318,8260
17.04.2018 11:15 - 17.04.2018 11:30,8339,8265
17.04.2018 11:30 - 17.04.2018 11:45,8324,8233
17.04.2018 11:45 - 17.04.2018 12:00,8285,8208
17.04.2018 12:00 - 17.04.2018 12:15,8167,8106
17.04.2018 12:15 - 17.04.2018 12:30,8054,8021
17.04.2018 12:30 - 17.04.2018 12:45,8004,7980
17.04.2018 12:45 - 17.04.2018 13:00,7977,7951
17.04.2018 13:00 - 17.04.2018 13:15,7994,8020
17.04.2018 13:15 - 17.04.2018 13:30,7970,8004
17.04.2018 13:30 - 17.04.2018 13:45,7933,7967
17.04.2018 13:45 - 17.04.2018 14:00,7887,7919
17.04.2018 14:00 - 17.04.2018 14:15,7879,7890
17.04.2018 14:15 - 17.04.2018 14:30,7867,7838
