Timestep,Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Great Britain,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Macedonia,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine
5215,112.5364184,199.7834162,270.9615687,393.4708453,319.3369877,263.6242369,312.8055989,317.1416585,198.8900185,100.448695,3870.89741,3380.910661,1585.123689,3987.971534,418.9396452,571.0390249,705.2157396,1523.401742,287.5830941,264.9680449,11.9356099,162.3799785,39.60172723,615.3743146,5176.224094,1725.077708,882.3303572,714.8690387,469.0126655,317.5325151,65.57705497,9284.408675,4238.917599,146.8224356,3867.577659
5216,190.5617863,353.2463584,416.4351845,665.6249654,643.3228188,467.7065136,567.5521346,569.8655049,329.1525755,156.3214329,5532.228886,5559.506716,3049.830954,6845.089393,1053.03782,959.2465014,1270.037656,3024.376166,482.2627233,461.4303311,25.11888889,269.0129896,66.53376035,924.6407045,7609.887516,2689.006159,2248.071418,1458.612598,764.530593,518.8671759,122.8875455,19353.53372,6268.271754,316.756092,6477.838624
5217,263.1062646,480.6159413,547.198882,916.4164959,918.1402809,658.3403265,803.3607325,834.5756436,425.8205252,213.9410621,7240.219277,7531.459041,4502.25845,9440.915117,1716.719492,1351.802583,1680.851179,4476.366512,669.6151311,652.6720108,37.99025061,363.5710801,91.12787247,1188.027097,10294.76679,3599.731445,3605.67289,2211.714843,1051.235188,712.689065,174.4473824,29167.69064,7924.619672,484.0356308,8989.07419
5218,318.6750051,584.057577,647.3792226,1120.090759,1146.644289,814.0719239,995.0052255,1061.276941,504.3594612,267.1485245,8823.506451,9088.488954,5728.152874,11188.57712,2285.182398,1685.175988,2175.407439,5716.058017,832.6630578,819.4748385,49.35931689,425.2758757,110.5663073,1379.073119,12596.44784,4382.94948,4786.269617,2895.479694,1290.260638,870.2238378,214.1301593,37568.72486,8996.58932,627.6564658,11074.2144
5219,352.5793585,671.6468742,715.1826213,1249.848014,1306.722781,948.423373,1126.04381,1235.620215,570.7674058,311.0610224,9768.404571,10126.82252,6665.875607,11875.86593,2685.226181,1918.818978,2903.699205,6628.881964,957.478803,947.2211161,58.41128344,476.1955667,121.7760769,1489.685204,14223.55744,4929.881062,5703.671206,3469.961985,1439.876446,985.9024199,234.8455818,43728.04427,9354.892866,738.479049,12545.2355
5220,358.6227682,715.1426433,730.4049926,1287.093675,1429.862594,1023.499238,1190.886948,1341.218542,608.5027437,337.0960743,9977.461728,10593.11194,7188.275075,12179.40239,2933.075757,2010.67165,3673.557109,7107.348675,1033.336014,1023.267355,64.22949541,502.0188039,119.1829244,1574.462031,14232.70501,5168.396547,6296.461736,3835.942175,1493.099416,1006.158796,245.5463717,47214.53129,8705.02412,808.3116042,13218.99599
5221,318.5100777,726.6289957,688.0562213,1220.614501,1474.587287,1024.803076,1171.346107,1343.39591,609.7456731,346.3126004,9738.506572,10392.40277,7368.221133,11466.73715,2899.208925,1938.359403,4542.182519,7052.361899,1051.421786,1044.876745,66.34289407,464.5221715,105.1349799,1552.813384,13108.75367,5079.198888,6514.868933,3897.73814,1449.828343,913.7664719,244.7131805,47639.28246,8007.409649,829.1892867,13085.37992
5222,265.4446989,690.5641934,568.1842481,1079.42746,1270.698183,940.3620057,1075.602745,1253.48435,581.4921113,336.828076,9192.194745,9643.09714,7026.21208,10003.04666,2630.938334,1745.092109,5023.697714,6568.078782,1011.828112,1008.328937,64.6623602,399.6320912,90.10694627,1413.273375,11709.78551,4589.476086,6328.58074,3504.005416,1278.835635,780.4040542,225.3373989,45117.64717,7070.255897,801.6193547,12119.61507
5223,221.0144457,598.7554197,483.4110978,891.0713697,997.7578524,817.829222,913.5512449,1099.943445,542.265258,307.6620199,8129.181536,8405.757892,6355.724161,8244.005369,2243.592652,1464.033255,4722.437985,5824.401526,910.7280942,909.8038009,59.23881906,301.3997076,75.10954041,1056.387364,9890.033608,3805.762206,5758.509025,2999.361759,1053.045646,645.502876,208.4448541,39911.36896,5493.920157,726.589627,10481.80897
5224,174.1574041,480.9148209,395.5002236,701.6702165,778.2044414,647.79746,696.8214501,888.196379,452.4795862,262.0108015,6782.920353,6689.986941,5406.026487,6521.556755,1743.336615,1104.595387,3935.167368,4715.253159,767.4310081,771.8372509,50.79795574,205.09644,56.26834742,733.3109139,7674.048176,2912.118398,4844.051339,2383.618442,755.2365332,485.3383949,166.0664583,32370.2697,3743.122941,611.7267762,8294.041701
5225,117.0247988,339.5506413,294.6604149,449.3628742,557.9678635,441.1530705,448.0194322,641.9675663,334.3480205,204.5905369,4730.974249,4665.697019,4097.329942,4625.480811,1262.78525,729.0805837,2744.581429,3421.754718,588.7167183,598.8338396,36.51341781,116.4705608,37.68749061,492.9529414,5567.416654,2011.471427,3672.276172,1665.907234,468.2395662,329.4376619,119.8651849,23293.93264,2633.530145,466.2504439,5770.462868
5226,57.84827224,223.8783845,158.9864106,234.4282952,339.4377013,229.1180797,197.9214531,377.8523591,228.7382233,137.8753077,3063.144584,2538.616332,2643.918425,2748.411014,768.3897903,385.6446747,1847.787027,2033.310581,397.4270215,406.1881196,23.19009433,48.75293478,18.70081564,274.3898598,3847.154779,1127.203918,2340.261284,1022.802532,217.5887938,182.087254,74.12951841,13537.21983,1818.182722,303.3226471,3209.849881
5227,8.696982641,84.95816073,49.86675766,59.46009923,135.3131452,65.93173643,21.93546234,139.2742204,126.6689142,72.70113404,1898.776932,714.550875,1212.768147,1282.343296,323.0464502,97.84125067,1015.001287,722.2848537,220.177808,215.2742868,14.23042983,6.256820514,3.316397081,87.68714673,2316.490416,376.7498557,996.4580913,457.1386551,36.01496849,50.45034423,27.40648756,4600.944646,1119.746575,141.3448473,1047.72869
5228,0,4.387616658,0.551055014,0.049300347,9.256372712,0.572415757,0,7.717586263,39.06768727,22.27174173,938.3928436,15.4619508,224.7609136,269.7104165,25.02267619,0.31488332,297.9072511,50.97730293,69.33115401,60.54378176,2.999829353,0,0,1.522971809,1045.599605,17.38560315,82.72443366,56.52034026,0,0.283046998,1.066292063,169.3090051,498.8505154,20.6831267,68.78327338
5229,0,0,0,0,0,0,0,0,0.471906553,0.701759889,288.5220918,0,0.181659055,0.591255696,0,0,2.900924682,0,2.215045906,0.832951463,0.001040792,0,0,0,190.7563213,0,0,0,0,0,0,0,80.85659732,0,0
5230,0,0,0,0,0,0,0,0,0,0,28.03862978,0,0,0,0,0,0,0,0,0,0,0,0,0,1.448175535,0,0,0,0,0,0,0,0.021549127,0,0
5231,0,0,0,0,0,0,0,0,0,0,0.00643732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62E-05,0,0,0,0,0,0,0,0,0,0
5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09977928,0,0,0,0,0,0,0,0,0,0
5235,0,0,0,0,0,0,0,0,0,0,6.003896535,0,0,0,0,0,0,0,0,0,0,0,0,0,229.0601133,0,0,0,0,0,0,0,9.835967905,0,0
5236,0,0,0,0,0,0,0,0,0,0,163.017421,0,0,0,0,0,0,0,0,0,0,0,0,0.003750652,723.7913964,0.138738977,0,0,0,0,0,0,87.47469224,0,0.000220494
5237,1.897494013,2.160034351,12.41014738,3.627338541,0,1.969739312,0.036290791,9.847612162,3.664258277,3.239369668,751.7415737,69.73303188,11.56081341,68.15403663,0,25.35530169,1.469973101,0.741535232,5.889921998,3.468852813,0,5.031761838,0.555926985,49.81040364,1595.589483,160.5032426,0,0.10809971,16.07987713,18.90476823,0.212680243,1.242316798,426.4971958,0,170.9056742
5238,40.96306781,67.73871202,97.54322443,125.1735717,44.43835305,86.87700538,75.78580687,154.3306266,70.80527272,28.26245751,1659.887857,998.4809608,470.9812893,1014.921296,24.45973875,273.604064,346.4579195,303.6963512,73.78880926,82.63989661,1.102863086,61.52861796,13.73911431,230.3586333,3087.6569,898.7950544,52.67207543,158.2097389,191.0457238,152.916157,20.48874541,1543.706282,1073.515263,23.13482695,1582.095618
5239,111.8384223,206.3529065,196.773511,374.5938103,261.5409749,274.8680918,297.9921986,406.3321776,194.6782633,84.59927697,2585.894988,2732.0771,1502.093895,2797.253088,380.9055562,670.6902096,1558.461632,1475.285881,222.0232743,249.5361464,9.616982407,149.1879652,37.53435168,511.5109811,5115.471728,1950.605125,823.9317344,798.5344262,469.2797362,352.7143917,69.47344949,9020.666002,1990.808319,143.917857,3967.945166
5240,193.5069178,370.7806269,371.8559831,649.2240702,563.3898892,486.3177573,551.1216001,680.7028714,327.6006893,150.4548853,3386.200483,4678.963701,2724.684669,5149.617741,983.6727236,1090.130221,3483.016915,2957.503015,424.2015075,444.9524582,17.46100158,236.0273484,64.62462836,827.5055601,7420.856815,3041.104271,2078.020377,1626.29365,750.6597851,561.7904946,124.7172989,18641.62221,3067.997877,301.5427936,6599.778891
5241,265.8511271,515.830988,526.6671627,901.0700785,868.5241642,685.7069162,786.637198,937.1750294,460.1040705,210.2838661,4103.537417,6581.753839,4022.66915,8207.689606,1659.150583,1474.441836,5832.068625,4402.186629,615.1462316,635.8449097,27.34050375,292.2296769,90.16820184,1108.506153,9349.559152,4014.695256,3430.825316,2455.55001,1001.172086,751.9631871,177.2083496,27964.47457,4174.398021,451.7312883,9105.607123
5242,318.0506372,635.9219742,623.4787556,1107.87953,1140.41439,852.0654987,979.5889215,1150.427636,571.7617493,259.5824756,4691.315552,8194.208817,5087.470817,11330.18135,2332.539491,1785.150885,7563.43464,5644.098098,768.268142,801.1296633,47.55146985,364.477316,109.2186847,1298.211473,10640.10622,4798.01337,4596.509648,3179.099944,1194.047721,904.267127,221.6125438,35906.91767,5277.51538,546.8466636,11208.62835
5243,347.6079766,717.1820569,645.1529928,1244.133121,1383.070335,975.4394684,1109.883737,1296.983155,614.5256247,291.421978,4869.900055,9379.136188,5946.182059,13780.90587,2923.967215,1989.555677,8697.910616,6544.53372,884.4641678,928.4340603,56.85806274,404.4773129,122.9195143,1285.470685,11080.2229,5289.109983,5433.750771,3718.452416,1263.249952,1011.980361,255.0218804,41694.05959,6621.963717,615.5267636,12697.57321
5244,335.968817,757.6069848,643.7416472,1310.58405,1552.251554,1033.817788,1174.771952,1369.249126,615.1293333,289.0361397,4856.652888,10012.37705,6683.04226,16126.84855,3258.133553,2080.059173,9437.852875,7021.530805,937.7003646,987.0616479,62.66354339,359.4526417,124.9001111,1320.172677,11547.36862,5497.738247,5979.058165,3969.173695,1170.275619,1053.264876,272.6659311,44578.78391,7613.733164,689.4974784,13419.7098
5245,253.1340494,722.1165001,620.1772148,1268.376694,1600.610809,1028.728612,1084.933666,1364.578711,589.936929,271.1913765,4822.24723,10073.30635,6817.827235,17068.42738,3187.780268,2044.591219,9607.355709,6991.745007,946.0717037,1004.109689,61.77235119,329.1251429,104.0119611,1448.263248,11749.52961,5320.434701,6243.54253,3983.451611,1015.307153,1029.41647,274.0382461,44616.75191,8019.573989,737.1263602,13272.79577
5246,185.0278843,666.2787626,547.2240846,1091.742254,1512.717537,951.5077223,882.9665598,1263.836969,609.7456731,241.7671269,4538.141895,9518.792251,6568.897169,16792.27219,2904.118752,1879.810568,8857.198041,6559.426618,924.5638018,967.8469657,43.85302219,309.2956244,69.71905009,1390.382728,11069.74523,4795.620572,6054.330736,3725.067536,844.0811099,935.3091186,258.240286,41627.93195,7768.10543,759.605911,12265.16132
5247,160.0826208,550.0907921,506.6142928,892.0222827,1295.857183,825.7503917,682.1714536,1105.301876,562.1024119,199.2992051,3976.889499,8300.537977,5761.357152,15156.69751,2507.207011,1613.180661,7306.024557,5667.182608,830.924395,872.5147736,41.02030411,241.1238038,51.00036824,1167.949457,9460.574252,4044.919105,5446.130393,3246.470612,674.7442407,784.0675427,228.082029,36232.37614,7171.291286,711.0159082,10542.97012
5248,124.4965973,437.5831426,425.8735588,659.6229157,1056.770507,653.8259608,506.6757644,891.5797992,408.419513,165.369643,3445.58114,6575.801545,4620.831231,12515.37624,2039.845252,1260.986694,5303.685677,4519.733411,698.924017,736.0734246,29.68306612,169.9753122,34.75232779,892.5625418,7621.583242,3164.44942,4591.606525,2645.878678,522.109241,607.295882,184.7234082,28158.38638,6113.959037,606.7164884,8373.406817
5249,82.69940935,309.3052001,286.7614996,439.6371999,758.4128397,450.7075433,361.4942989,636.2651271,281.3104455,121.9892197,2853.431505,4618.398073,3310.076229,9168.211758,1494.002065,854.4815749,3492.289224,3256.941871,548.4238996,560.8178474,32.15294166,107.7747786,25.48231791,615.1152218,5893.095712,2235.207067,3409.751026,1907.474968,357.4998714,405.3752535,132.2160204,19474.02079,4747.805001,462.4504565,5859.164961
5250,38.37253018,178.4322797,152.879333,229.6253373,442.336576,241.4835162,173.8841895,373.5482115,161.118458,87.31841362,2250.07064,2548.001604,2120.772031,5988.812599,927.4284229,442.450717,2281.584036,1938.501395,363.5920929,366.7395787,26.43021456,52.52516419,17.61373342,353.9187813,4423.40267,1238.143106,2100.50571,1139.368933,175.5497542,206.8228431,76.07771567,10785.52022,3309.741952,298.8952614,3262.694557
5251,5.31635812,60.80758914,48.35735706,53.61624937,166.0371269,66.52740838,19.20132221,129.6574878,93.18898311,54.15192757,1518.006559,728.9795222,987.3511719,2952.52672,359.500589,104.255644,1236.064122,675.0276682,188.3726072,186.4938145,11.57276736,6.483650465,3.134263848,106.5686741,2864.587827,390.8149363,854.543206,469.9856152,29.66564245,54.54352334,26.33029849,3513.35858,2039.166243,136.6852796,1062.391589
5252,0,2.206397723,0.509911605,0.028119438,9.737288308,0.4588456,0,6.27784649,25.06159123,17.48410289,765.8439096,15.27012194,184.773496,563.105144,21.45518322,0.222003261,332.0100649,42.57440427,54.52898911,50.14173962,1.473446268,0,0,1.442968262,1346.133213,14.91188084,66.77308257,48.23361557,0,0.206425374,0.926548077,125.2456502,844.8647836,18.83018343,65.17567292
5253,0,0,0,0,0,0,0,0,0.2581642,0.507102937,236.8284175,0,0.078257974,1.033624841,0,0,2.537867407,0,1.663512806,0.621159591,9.40E-05,0,0,0,223.7432722,0,0,0,0,0,0,0,98.91901721,0,0
5254,0,0,0,0,0,0,0,0,0,0,22.50332664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795679618,0,0,0,0,0,0,0,0.000737018,0,0
5255,0,0,0,0,0,0,0,0,0,0,0.000560014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25638747,0,0,0,0,0,0,0,0,0,0
5259,0,0,0,0,0,0,0,0,0,0,2.160738126,0,0,0,0,0,0,0,0,0,0,0,0,0,181.167391,0,0,0,0,0,0,0,9.8318254,0,0
5260,0,0,0,0,0,0,0,0,0,0,89.09317487,0,0,0,0,0,0,0,0,0,0,0,0,0.000373077,640.2572437,0.056594874,0,0,0,0,0,0,281.2386825,0,1.38E-05
5261,1.734317237,1.744387774,14.62703709,3.094706194,0,1.634829035,0.015941563,8.675402342,3.560999961,4.251918137,523.026408,76.8664053,9.026530746,111.1475476,0,23.34859426,1.019665154,0.450688283,6.012223398,2.681580243,0,5.055116703,0.46986699,54.47115013,1546.587454,143.1510273,0,0.058199796,14.51636777,18.16491885,0.16294485,0.821868234,1175.188738,0,165.7680293
5262,41.8386554,60.27270019,111.5678841,121.0036771,50.79662875,83.40193918,80.97222118,149.6644611,68.36644628,27.49444636,1353.187336,1182.212103,424.1064493,1863.734094,28.44237362,267.4022882,374.901524,265.597253,85.28320973,67.51628819,0.685501225,71.59313042,13.18270954,280.3060272,3071.161153,856.7196529,43.28471585,149.7314699,184.8622784,153.0812283,19.47084705,1112.846002,2501.061643,26.30074507,1649.477632
5263,115.3372384,184.7820056,249.4301462,367.0241664,319.374465,269.0008184,316.8850595,401.7083048,191.9083062,65.31843521,2326.368154,3133.174809,1410.89107,5040.955234,441.4521002,664.3699055,1638.030553,1387.126028,218.9086762,202.8555868,7.517842823,182.379977,37.92740827,582.4366216,5111.002737,1880.213307,680.9717633,775.7557851,468.2114535,353.3837287,67.67637025,6694.728518,4293.647747,153.1897728,4175.965395
5264,192.4996828,311.6141914,396.3403103,637.8272369,674.3090875,478.8452203,577.1309785,674.4581137,329.5964788,122.635357,3213.083856,5191.804019,2529.735573,8511.827003,1128.699889,1083.972904,3489.528874,2824.838233,355.6855011,368.8313848,19.77810131,296.9447954,64.77776729,878.221958,7633.557615,2946.747997,1799.862087,1594.6215,765.6494786,561.0330243,122.2749048,14579.47936,6549.888247,314.7849042,6948.121224
5265,265.1207345,415.7004692,526.7679731,889.8380073,1001.577407,677.4072128,816.0949603,930.1572654,456.9008638,179.2124075,4254.224628,7006.785642,3612.240693,11808.67595,1843.088736,1467.54202,5296.708188,4247.994933,523.4846687,544.2508856,33.08232782,397.7343794,89.61690169,1154.007794,10165.11165,3922.267776,3034.870274,2414.545556,1031.4326,749.5526211,174.169652,22586.15087,9069.44527,472.9604919,9559.908417
5266,318.2155645,514.5417035,630.1238415,1096.751023,1265.219136,843.1208858,1007.536607,1143.887436,560.85238,225.2688916,5455.453552,8457.77361,4637.81198,14754.94262,2478.616022,1774.420855,7128.550054,5453.000164,679.964314,697.6725686,44.45775976,475.773853,109.933333,1382.74977,12740.53032,4706.413816,4153.076547,3149.213345,1244.223275,901.1038546,218.2144303,29928.56349,10952.02237,611.2907121,11724.58947
5267,345.7937756,588.8748125,700.1870735,1235.979748,1442.529149,960.8448886,1133.999885,1296.068498,625.5415308,277.4631898,6575.350192,9416.023572,5565.838229,16971.45118,2934.173801,1980.591349,8726.860358,6313.067648,814.2047151,813.288509,53.85347187,522.8801751,123.5116515,1530.202391,14896.67802,5229.663074,5041.424852,3713.201936,1397.336303,1000.270536,250.3004632,35554.59309,12225.6658,717.4945753,13243.63522
5268,343.3905483,624.7755241,728.2207671,1289.861679,1525.101162,1019.391445,1185.928488,1373.887164,660.2796331,319.2709207,7473.89038,9700.416441,6447.338587,18200.25244,3213.986932,2065.254449,9466.200637,6706.580669,919.5317991,903.9666997,61.50499353,529.4840328,128.4733528,1584.389811,15744.50912,5449.400104,5622.927034,4033.529571,1476.456695,1011.056152,267.6831205,38763.53859,12899.15788,789.0891855,13947.01219
5269,315.4353604,627.2134438,699.9266466,1240.988517,1533.469359,1014.666783,1162.781493,1369.467672,660.9472638,335.2200864,7719.78204,9392.437237,6809.583977,17978.09546,3204.135903,2016.548266,9737.693392,6682.326668,967.0184498,955.8520435,64.71328547,490.4171897,124.818437,1540.985589,14617.8086,5313.829489,5782.892668,4044.833829,1453.966532,964.5408038,269.1207839,40793.77203,12179.23563,813.6778627,13851.14334
5270,274.1446173,592.9536397,619.9419906,1104.188858,1463.172153,942.6191885,1065.866132,1285.07643,644.6187221,326.2388759,7345.365266,8603.040279,6556.378118,16726.14233,2866.795694,1841.562768,9490.389268,6224.419195,928.1423193,942.2535221,63.2619153,402.6289506,115.5892642,1417.649166,12593.58636,4803.62689,5387.140655,3744.332198,1330.293127,848.5001604,254.0089812,37864.837,10740.20195,789.5074511,12941.94235
5271,232.4827876,513.8970613,488.140786,866.4700269,1315.863594,808.0013638,905.8205544,1124.355874,593.9036496,299.831241,6508.938514,7343.248702,5907.45507,14843.19413,2341.637575,1554.631827,8546.175298,5397.340672,876.2768143,876.9478346,57.72379231,305.1278365,97.06966294,1205.283503,10699.63329,4064.50274,4656.017107,3251.471875,1127.814192,723.9034371,223.997758,32142.19176,9195.590284,718.9362567,11312.61845
5272,175.5710672,412.4186543,370.9486894,644.398893,1083.425772,621.4122542,687.6708369,902.31285,517.7120746,256.2390337,5426.363713,5714.308445,4903.512042,11983.31946,1822.455956,1174.376796,6911.773587,4286.8536,767.4126095,762.0944947,48.93918342,212.4674578,73.9865216,906.87845,8672.220134,3116.873151,3926.418806,2595.522468,861.8342822,574.2101497,181.4396543,25160.26704,7521.126007,606.4673089,9064.022481
5273,109.2820481,292.8258007,253.806998,435.8501183,777.6710097,410.3866868,440.4239725,633.5940059,409.7547743,199.8253968,4296.405151,3880.204707,3667.345376,8804.236461,1306.666771,785.5739612,5031.344678,3069.383665,600.8137632,597.8859343,37.62740807,120.3387076,50.90338025,572.6918515,6698.293523,2085.584364,2904.290383,1904.114274,559.0492209,384.470978,129.9860084,17114.7098,5758.867608,461.0532714,6396.673533
5274,49.01358467,173.4409907,133.5968899,236.8019058,447.7667631,214.5236401,192.8052235,351.4285755,280.848786,138.2021349,3192.139268,2058.071576,2378.638233,5585.28045,788.4378882,403.4927427,3134.812817,1821.121498,420.1814249,408.4794847,24.73058371,50.23573413,24.95143629,289.9620394,4849.055608,1148.344837,1801.515749,1200.723625,259.8346978,194.4723608,75.11791199,9265.569551,3799.051723,297.4179829,3612.409336
5275,6.508537913,61.43014944,36.1654306,55.2498049,161.6315488,59.3301355,19.91446151,116.8782124,147.4436772,77.4188188,2101.211785,547.2426739,1131.140523,2627.865617,298.32634,93.00233348,1615.508675,619.5425029,223.7263359,214.4208869,12.2284302,5.467410974,4.133485155,77.11570593,2970.646977,362.4226047,709.9699249,516.511589,39.38888423,47.09106336,25.09784522,2826.930717,2096.997288,135.8041631,1183.909645
5276,0,2.504600074,0.2545391,0.013401708,8.589429596,0.301497076,0,4.726958691,38.49467549,23.56267635,1079.746275,10.61734314,200.5539329,503.0863963,19.34855417,0.135595665,478.5762215,37.02694382,62.22366638,56.7405433,2.70065613,0,0,0.62376333,1260.674964,12.10349076,49.9600519,51.39773641,0,0.114181818,0.72925361,88.16293976,776.2569223,17.95008144,69.341613
5277,0,0,0,0,0,0,0,0,0.244998866,0.498222089,321.6553964,0,0.022932244,0.705569073,0,0,2.515427549,0,1.507354312,0.488959514,0,0,0,0,181.5175223,0,0,0,0,0,0,0,77.56436144,0,0
5278,0,0,0,0,0,0,0,0,0,0,26.07391794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424940854,0,0,0,0,0,0,0,0.000522474,0,0
5279,0,0,0,0,0,0,0,0,0,0,0.000293968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.336790647,0,0,0,0,0,0,0,0,0,0
5283,0,0,0,0,0,0,0,0,0,0,0.504937118,0,0,0,0,0,0,0,0,0,0,0,0,0,119.3524123,0,0,0,0,0,0,0,9.918459166,0,0
5284,0,0,0,0,0,0,0,0,0,0,98.89897911,0,0,0,0,0,0,0,0,0,0,0,0,7.48E-06,468.5674256,0.037955821,0,0,0,0,0,0,250.4861323,0,0
5285,1.18624712,1.412661495,11.94660937,2.765522339,0,1.362935237,0.004886975,7.401448299,2.321433528,3.833408762,673.1919458,60.67375863,5.687279576,88.08472738,0,20.27962481,0.746386421,0.383755518,6.129377988,2.49176236,0,4.119909059,0.440194791,49.27212713,1191.320108,144.464834,0,0.028003653,12.41213641,16.54096534,0.118292986,0.427633173,1078.288876,0,158.20187
5286,28.76810305,62.65922431,106.3628748,122.4597037,46.57519661,80.75325427,77.40855318,142.255985,44.53613647,36.171603,1672.247186,884.1459048,362.966217,1632.053524,26.35927639,245.7246864,386.859865,249.5951802,83.57691005,73.33903537,1.356700089,57.54665326,13.5733159,235.242657,2616.997618,879.955288,30.11553035,155.1350523,167.3765142,148.0659172,17.70644199,616.1075913,2564.483346,22.67398192,1707.388169
5287,87.2259586,198.6406414,249.8207866,373.9959591,300.6206176,266.9504271,310.3094649,393.0251372,137.4045716,89.74183705,2792.904646,2315.796792,1383.681263,4687.547975,403.6570398,621.4248877,1384.21374,1322.05203,211.2155628,226.5334919,9.811134995,157.5728905,37.69259524,553.7019904,4509.642596,1912.08391,514.5352975,830.0050738,430.3492645,347.4787949,64.221077,4058.93069,4609.766142,136.8977051,4349.456276
5288,154.3013277,354.5063409,391.6442256,651.7472849,639.0543855,478.8662499,570.4595955,667.6669903,255.2266833,150.1901553,3897.97215,3649.196276,2630.313422,8101.819343,1049.260024,1020.344284,2734.319503,2692.628828,381.8320448,408.5721371,22.24797686,271.9380679,55.83445379,888.1250626,6754.945992,2990.687214,1485.528551,1701.794092,710.6891433,555.7593158,118.2723192,9601.856938,6799.296345,281.5194408,7162.607932
5289,214.6411812,497.3473373,525.8690803,906.7849713,953.0113952,678.1362408,810.347654,925.5111333,396.9952158,205.891309,4871.52616,4576.564124,3811.969482,11280.99647,1753.368037,1389.575002,3114.811592,4042.299061,565.847324,604.8419914,34.90927184,376.8685219,64.68588393,1175.343884,8902.503054,3981.350762,2672.673687,2560.612828,944.3563119,745.3889163,169.8729989,15874.02177,8561.03651,409.1794388,9761.619578
5290,258.500079,615.6567668,604.3499811,1114.714805,1222.420543,843.1629452,1003.817762,1140.366413,457.5294309,252.5589599,5765.582928,5119.072793,4768.715641,13975.29857,2426.52165,1694.846597,3461.774336,5237.917315,701.6056053,776.5839046,46.29106944,456.4019388,70.03553721,1405.952974,10888.64366,4781.800576,3835.038514,3316.34796,1110.935325,898.0072778,214.0157997,20871.98935,10246.34292,525.2970864,11897.90947
5291,283.3393177,681.1641376,584.3979217,1255.214552,1420.406205,956.8913137,1135.126808,1291.576158,542.2226433,283.98666,6500.849087,5373.998283,5525.821247,15830.05075,2974.827594,1912.308522,4411.652385,6118.466415,807.1304737,905.1569267,55.15206623,511.3772598,76.44695373,1544.39081,12610.13824,5289.874223,4873.637571,3907.072864,1234.979818,1006.168324,246.8533385,24360.10453,11382.48749,649.5842619,13392.24
5292,293.5059115,705.5433345,541.4274863,1300.717151,1553.317982,997.6888423,1201.998407,1369.508144,662.0481442,291.5984647,7094.026205,5509.449709,6209.336052,16744.56636,3315.153439,2005.102901,5080.196227,6530.116897,846.655153,978.0529838,60.21913049,531.4490394,83.94055203,1546.027618,13418.36274,5488.485492,5377.522211,4243.403572,1275.113513,1049.406064,262.8963549,26858.42249,11868.41297,725.9488798,14129.90672
5293,289.5476549,686.3212754,500.0154117,1223.438995,1634.888858,955.3771786,1179.730412,1366.165195,699.9326336,262.5304567,7137.002904,5159.051746,6558.840213,16433.79452,3396.345992,1965.42443,5064.161682,6430.896453,882.3943313,1000.46061,62.10336544,521.7496233,89.1574849,1437.66923,13056.24689,5344.253497,5578.824312,4264.211924,1213.310546,1025.18607,260.6745115,27672.96571,11763.89766,741.006441,14032.24266
5294,257.6459908,575.3138842,403.1072088,1082.327274,1619.9371,866.814296,1075.444976,1276.512653,686.139668,224.6707979,6432.738587,4646.632248,6357.120709,14843.65152,3236.47593,1820.43774,4845.396858,5911.04218,881.8607734,964.625513,60.48648815,468.8021173,95.37492545,1334.546161,11786.65108,4920.75568,5481.817611,4018.412062,1085.510196,909.5741832,233.6693117,27440.45893,10703.47171,693.8759182,13123.82054
